Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG
764,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,22.0,2003,25,25,2072,23.0,0,2,2,0,0,0,4,2,0.09,,,,,,,,,,,,,,,,,,,,,,,,,764,fr FRA,"DF,MF",fr Ligue 1,22,2003,23.0,0,7,3,42.9,0.30,0.13,0.00,0.00,0,0,935,fr FRA,"DF,MF",fr Ligue 1,22,2003,25,2072,83,67.7,23.0,25,83,19,0,,0,1.56,42,31,+11,+0.48,+0.48,764,fr FRA,"DF,MF",fr Ligue 1,22,2003,23.0,4,2,0,21,17,0,3,24,11,2
765,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,22.0,2003,24,22,1750,19.4,5,4,9,5,0,0,6,0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,765,ml MLI,MF,fr Ligue 1,22,2003,19.4,5,43,14,32.6,2.21,0.72,0.12,0.36,0,0,938,ml MLI,MF,fr Ligue 1,22,2003,24,1750,73,57.2,19.4,22,78,4,2,22,0,1.33,30,25,+5,+0.26,+1.43,765,ml MLI,MF,fr Ligue 1,22,2003,19.4,6,0,0,29,21,2,20,20,30,0
766,Anastasios Douvikas,gr GRE,FW,Como,it Serie A,25.0,1999,38,25,2273,25.3,14,1,15,13,1,1,0,0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,766,gr GRE,FW,it Serie A,25,1999,25.3,14,65,30,46.2,2.57,1.19,0.20,0.43,1,1,939,gr GRE,FW,it Serie A,25,1999,38,2273,60,66.5,25.3,25,76,8,13,30,0,1.87,48,20,+28,+1.11,+0.48,766,gr GRE,FW,it Serie A,25,1999,25.3,0,0,0,36,42,7,4,4,10,0
767,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,28.0,1997,14,3,393,4.4,3,1,4,3,0,0,0,0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,767,ua UKR,FW,it Serie A,28,1997,4.4,3,12,6,50.0,2.75,1.37,0.25,0.50,0,0,940,ua UKR,FW,it Serie A,28,1997,14,393,28,11.5,4.4,3,53,0,11,21,2,2.36,6,3,+3,+0.69,-0.06,767,ua UKR,FW,it Serie A,28,1997,4.4,0,0,0,11,6,4,1,0,3,0
768,Max Dowman,eng ENG,MF,Arsenal,eng Premier League,15.0,2009,6,1,157,1.7,1,0,1,1,0,0,0,0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,768,eng ENG,MF,eng Premier League,15,2009,1.7,1,6,1,16.7,3.44,0.57,0.17,1.00,0,0,941,eng ENG,MF,eng Premier League,15,2009,6,157,26,4.6,1.7,1,61,0,5,19,11,2.00,5,1,+4,+2.29,+1.19,768,eng ENG,MF,eng Premier League,15,2009,1.7,0,0,0,2,7,0,6,1,2,0
769,Damion Downs,us USA,FW,Hamburger SV,de Bundesliga,21.0,2004,12,6,536,6.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,769,us USA,FW,de Bundesliga,21,2004,6.0,0,7,4,57.1,1.18,0.67,0.00,0.00,0,0,942,us USA,FW,de Bundesliga,21,2004,12,536,45,17.5,6.0,6,70,0,6,20,3,1.00,4,8,-4,-0.67,-0.32,769,us USA,FW,de Bundesliga,21,2004,6.0,0,0,0,8,1,2,0,0,2,0
770,Radu Drăgușin,ro ROU,DF,Tottenham Hotspur,eng Premier League,23.0,2002,10,5,517,5.7,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,770,ro ROU,DF,eng Premier League,23,2002,5.7,0,4,0,0.0,0.70,0.00,0.00,,0,0,943,ro ROU,DF,eng Premier League,23,2002,10,517,52,15.1,5.7,5,90,4,5,14,11,1.20,6,13,-7,-1.22,-1.16,770,ro ROU,DF,eng Premier League,23,2002,5.7,0,0,0,9,1,0,3,16,3,0
771,Joél Drakes-Thomas,eng ENG,MF,Crystal Palace,eng Premier League,16.0,2009,2,0,9,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,771,eng ENG,MF,eng Premier League,16,2009,0.1,0,0,0,,0.00,0.00,,,0,0,944,eng ENG,MF,eng Premier League,16,2009,2,9,5,0.3,0.1,0,,0,2,5,4,0.00,1,1,0,0.00,+0.26,771,eng ENG,MF,eng Premier League,16,2009,0.1,0,0,0,1,0,0,0,0,1,0
772,Domingos Duarte,pt POR,DF,Getafe,es La Liga,30.0,1995,34,34,2923,32.5,1,1,2,1,0,0,11,0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,772,pt POR,DF,es La Liga,30,1995,32.5,1,13,4,30.8,0.40,0.12,0.08,0.25,0,0,948,pt POR,DF,es La Liga,30,1995,34,2923,86,85.5,32.5,34,86,27,0,,1,1.29,26,35,-9,-0.28,-0.82,772,pt POR,DF,es La Liga,30,1995,32.5,11,0,0,32,24,3,0,33,18,1
773,Martin Dúbravka,sk SVK,GK,Burnley,eng Premier League,36.0,1989,35,35,3150,35.0,0,0,0,0,0,0,1,0,0.00,47,sk SVK,GK,eng Premier League,36,1989,35,35,3150,35.0,71,2.03,192,127,66.1,4,8,23,4,11.4,7,6,0,1,773,sk SVK,GK,eng Premier League,36,1989,35.0,0,0,0,,0.00,0.00,,,0,0,949,sk SVK,GK,eng Premier League,36,1989,35,3150,90,92.1,35.0,35,90,35,0,,3,0.57,35,71,-36,-1.03,-0.70,773,sk SVK,GK,eng Premier League,36,1989,35.0,1,0,0,0,8,0,0,0,1,0
774,Denzel Dumfries,nl NED,MF,Inter,it Serie A,29.0,1996,20,15,1325,14.7,3,1,4,3,0,0,2,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,774,nl NED,MF,it Serie A,29,1996,14.7,3,23,5,21.7,1.56,0.34,0.13,0.60,0,0,950,nl NED,MF,it Serie A,29,1996,20,1325,66,38.7,14.7,15,80,8,5,25,2,2.10,36,14,+22,+1.49,+0.12,774,nl NED,MF,it Serie A,29,1996,14.7,2,0,0,20,13,2,34,7,9,0
775,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,33.0,1991,33,31,2838,31.5,1,0,1,1,0,0,10,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,775,eng ENG,DF,eng Premier League,33,1991,31.5,1,23,3,13.0,0.73,0.10,0.04,0.33,0,0,951,eng ENG,DF,eng Premier League,33,1991,33,2838,86,83.0,31.5,31,90,31,2,24,1,1.36,44,40,+4,+0.13,-0.18,775,eng ENG,DF,eng Premier League,33,1991,31.5,10,0,0,14,12,1,5,30,22,0
776,Maxime Dupé,fr FRA,GK,Nice,fr Ligue 1,32.0,1993,8,8,720,8.0,0,0,0,0,0,0,0,0,0.00,48,fr FRA,GK,fr Ligue 1,32,1993,8,8,720,8.0,15,1.87,32,20,62.5,1,4,3,1,12.5,3,3,0,0,776,fr FRA,GK,fr Ligue 1,32,1993,8.0,0,0,0,,0.00,0.00,,,0,0,952,fr FRA,GK,fr Ligue 1,32,1993,8,720,90,23.5,8.0,8,90,8,0,,26,0.88,11,15,-4,-0.50,+0.23,776,fr FRA,GK,fr Ligue 1,32,1993,8.0,0,0,0,0,1,0,0,0,0,0
777,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,24.0,2001,30,17,1425,15.8,2,2,4,2,0,0,1,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,777,es ESP,"FW,MF",es La Liga,24,2001,15.8,2,37,15,40.5,2.34,0.95,0.05,0.13,0,0,953,es ESP,"FW,MF",es La Liga,24,2001,30,1425,48,41.7,15.8,17,66,2,13,23,4,1.37,16,23,-7,-0.44,-0.98,777,es ESP,"FW,MF",es La Liga,24,2001,15.8,1,0,0,15,12,19,15,7,11,0
778,Hugo Duro,es ESP,FW,Valencia,es La Liga,25.0,1999,36,22,1979,22.0,10,0,10,9,1,2,4,0,0.41,,,,,,,,,,,,,,,,,,,,,,,,,778,es ESP,FW,es La Liga,25,1999,22.0,10,36,14,38.9,1.64,0.64,0.25,0.64,1,2,956,es ESP,FW,es La Liga,25,1999,36,1979,55,57.9,22.0,22,74,7,14,24,1,1.31,29,34,-5,-0.23,+0.02,778,es ESP,FW,es La Liga,25,1999,22.0,4,0,0,22,38,6,1,3,9,0
779,Rafiu Durosinmi,ng NGA,FW,Pisa,it Serie A,22.0,2003,12,4,432,4.8,1,1,2,1,0,0,1,1,0.42,,,,,,,,,,,,,,,,,,,,,,,,,779,ng NGA,FW,it Serie A,22,2003,4.8,1,9,5,55.6,1.87,1.04,0.11,0.20,0,0,957,ng NGA,FW,it Serie A,22,2003,12,432,36,12.6,4.8,4,55,0,8,27,3,0.42,3,10,-7,-1.46,-0.31,779,ng NGA,FW,it Serie A,22,2003,4.8,1,1,0,15,2,3,0,1,0,0
780,Paulo Dybala,ar ARG,"MF,FW",Roma,it Serie A,31.0,1993,22,15,1354,15.0,2,6,8,2,0,1,0,0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,780,ar ARG,"MF,FW",it Serie A,31,1993,15.0,2,43,18,41.9,2.86,1.20,0.05,0.11,0,1,960,ar ARG,"MF,FW",it Serie A,31,1993,22,1354,62,39.6,15.0,15,78,6,7,26,2,1.95,20,10,+10,+0.66,-0.12,780,ar ARG,"MF,FW",it Serie A,31,1993,15.0,0,0,0,11,40,3,98,5,6,0
781,Edin Džeko,ba BIH,FW,Fiorentina,it Serie A,39.0,1986,11,2,244,2.7,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,781,ba BIH,FW,it Serie A,39,1986,2.7,0,4,1,25.0,1.48,0.37,0.00,0.00,0,0,961,ba BIH,FW,it Serie A,39,1986,11,244,22,7.1,2.7,2,52,0,9,16,6,0.36,2,6,-4,-1.48,-1.33,781,ba BIH,FW,it Serie A,39,1986,2.7,1,0,0,2,5,0,1,1,1,0
782,Adam Dźwigała,pl POL,DF,St Pauli,de Bundesliga,29.0,1995,19,14,1288,14.3,1,1,2,1,0,0,5,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,782,pl POL,DF,de Bundesliga,29,1995,14.3,1,4,2,50.0,0.28,0.14,0.25,0.50,0,0,962,pl POL,DF,de Bundesliga,29,1995,19,1288,68,42.1,14.3,14,79,5,5,37,9,0.95,13,24,-11,-0.77,+0.25,782,pl POL,DF,de Bundesliga,29,1995,14.3,5,0,0,20,6,0,2,25,27,0
783,Aron Dønnum,no NOR,MF,Toulouse,fr Ligue 1,27.0,1998,28,28,2419,26.9,4,4,8,1,3,3,10,1,0.19,,,,,,,,,,,,,,,,,,,,,,,,,783,no NOR,MF,fr Ligue 1,27,1998,26.9,4,40,14,35.0,1.49,0.52,0.03,0.07,3,3,963,no NOR,MF,fr Ligue 1,27,1998,28,2419,86,79.1,26.9,28,86,23,0,,0,1.29,41,37,+4,+0.15,+0.57,783,no NOR,MF,fr Ligue 1,27,1998,26.9,10,1,1,42,38,0,140,29,29,0
784,George Earthy,eng ENG,MF,West Ham United,eng Premier League,20.0,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,784,eng ENG,MF,eng Premier League,20,2004,0.1,0,0,0,,0.00,0.00,,,0,0,964,eng ENG,MF,eng Premier League,20,2004,1,9,9,0.3,0.1,0,,0,1,9,5,0.00,0,1,-1,-10.00,-9.53,784,eng ENG,MF,eng Premier League,20,2004,0.1,0,0,0,0,0,0,0,0,0,0
785,Younes Ebnoutalib,de GER,FW,Eintracht Frankfurt,de Bundesliga,21.0,2003,5,2,133,1.5,1,0,1,1,0,0,0,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,785,de GER,FW,de Bundesliga,21,2003,1.5,1,5,2,40.0,3.38,1.35,0.20,0.50,0,0,965,de GER,FW,de Bundesliga,21,2003,5,133,27,4.3,1.5,2,55,1,3,8,3,1.00,4,5,-1,-0.68,-0.58,785,de GER,FW,de Bundesliga,21,2003,1.5,0,0,0,2,2,0,0,1,0,0
786,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,20.0,2004,30,21,1759,19.5,1,0,1,1,0,0,8,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,786,cm CMR,MF,fr Ligue 1,20,2004,19.5,1,22,4,18.2,1.13,0.20,0.05,0.25,0,0,966,cm CMR,MF,fr Ligue 1,20,2004,30,1759,59,57.5,19.5,21,77,7,9,17,2,1.07,17,31,-14,-0.72,-0.85,786,cm CMR,MF,fr Ligue 1,20,2004,19.5,8,0,0,29,34,0,16,24,21,0
787,Enzo Ebosse,cm CMR,DF,Hellas Verona,it Serie A,26.0,1999,4,3,214,2.4,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,787,cm CMR,DF,it Serie A,26,1999,2.4,0,1,0,0.0,0.42,0.00,0.00,,0,0,967,cm CMR,DF,it Serie A,26,1999,4,214,54,6.3,2.4,3,68,1,1,9,19,0.50,1,6,-5,-2.10,-1.23,787,cm CMR,DF,it Serie A,26,1999,2.4,1,0,0,5,1,0,0,0,1,0
788,Enzo Ebosse,cm CMR,DF,Torino,it Serie A,26.0,1999,13,13,1115,12.4,0,1,1,0,0,0,3,0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,788,cm CMR,DF,it Serie A,26,1999,12.4,0,0,0,,0.00,0.00,,,0,0,968,cm CMR,DF,it Serie A,26,1999,13,1115,86,32.6,12.4,13,86,9,0,,2,1.38,18,18,0,0.00,+0.74,788,cm CMR,DF,it Serie A,26,1999,12.4,3,0,0,16,9,0,7,10,6,0
789,Claudio Echeverri,ar ARG,"FW,MF",Girona,es La Liga,19.0,2006,17,5,624,6.9,1,1,2,1,0,0,4,0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,789,ar ARG,"FW,MF",es La Liga,19,2006,6.9,1,21,7,33.3,3.03,1.01,0.05,0.14,0,0,971,ar ARG,"FW,MF",es La Liga,19,2006,17,624,37,18.2,6.9,5,63,0,12,26,1,0.82,9,12,-3,-0.43,-0.01,789,ar ARG,"FW,MF",es La Liga,19,2006,6.9,4,0,0,8,14,1,15,1,6,0
790,Claudio Echeverri,ar ARG,MF,Leverkusen,de Bundesliga,19.0,2006,6,1,134,1.5,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,790,ar ARG,MF,de Bundesliga,19,2006,1.5,0,1,0,0.0,0.67,0.00,0.00,,0,0,972,ar ARG,MF,de Bundesliga,19,2006,6,134,22,4.4,1.5,1,55,0,5,16,7,0.33,2,6,-4,-2.69,-3.46,790,ar ARG,MF,de Bundesliga,19,2006,1.5,0,0,0,0,2,0,6,1,1,0
791,Éderson,br BRA,MF,Atalanta,it Serie A,26.0,1999,30,26,2230,24.8,2,1,3,1,1,1,3,0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,791,br BRA,MF,it Serie A,26,1999,24.8,2,35,11,31.4,1.41,0.44,0.03,0.09,1,1,974,br BRA,MF,it Serie A,26,1999,30,2230,74,65.2,24.8,26,81,16,4,28,3,1.53,30,18,+12,+0.48,+0.26,791,br BRA,MF,it Serie A,26,1999,24.8,3,0,0,34,40,2,12,28,35,0
792,Noah Edjouma,fr FRA,FW,Toulouse,fr Ligue 1,19.0,2005,12,2,256,2.8,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,792,fr FRA,FW,fr Ligue 1,19,2005,2.8,0,8,3,37.5,2.81,1.05,0.00,0.00,0,0,975,fr FRA,FW,fr Ligue 1,19,2005,12,256,21,8.4,2.8,2,61,0,10,13,8,1.42,4,2,+2,+0.70,+0.74,792,fr FRA,FW,fr Ligue 1,19,2005,2.8,0,0,0,4,4,0,12,3,3,0
793,Noah Edjouma,fr FRA,MF,Lille,fr Ligue 1,19.0,2005,3,1,92,1.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,793,fr FRA,MF,fr Ligue 1,19,2005,1.0,0,2,0,0.0,1.96,0.00,0.00,,0,0,976,fr FRA,MF,fr Ligue 1,19,2005,3,92,31,3.0,1.0,1,60,0,2,16,4,1.67,1,1,0,0.00,-0.45,793,fr FRA,MF,fr Ligue 1,19,2005,1.0,0,0,0,1,2,1,6,0,4,0
794,Andrias Edmundsson,fo FRO,DF,Hellas Verona,it Serie A,24.0,2000,15,15,1319,14.7,0,0,0,0,0,0,3,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,794,fo FRO,DF,it Serie A,24,2000,14.7,0,4,1,25.0,0.27,0.07,0.00,0.00,0,0,977,fo FRO,DF,it Serie A,24,2000,15,1319,88,38.6,14.7,15,88,14,0,,0,0.47,7,20,-13,-0.89,+0.10,794,fo FRO,DF,it Serie A,24,2000,14.7,3,0,0,13,7,0,4,28,20,1
795,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,27.0,1998,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,795,fr FRA,FW,eng Premier League,27,1998,0.0,0,0,0,,0.00,0.00,,,0,0,978,fr FRA,FW,eng Premier League,27,1998,1,3,3,0.1,0.0,0,,0,1,3,1,1.00,0,0,0,0.00,+0.26,795,fr FRA,FW,eng Premier League,27,1998,0.0,0,0,0,0,1,0,0,0,1,0
796,Odsonne Édouard,fr FRA,FW,Lens,fr Ligue 1,27.0,1998,29,26,1796,20.0,12,3,15,11,1,1,2,0,0.70,,,,,,,,,,,,,,,,,,,,,,,,,796,fr FRA,FW,fr Ligue 1,27,1998,20.0,12,60,31,51.7,3.01,1.55,0.18,0.35,1,1,979,fr FRA,FW,fr Ligue 1,27,1998,29,1796,62,58.7,20.0,26,66,0,3,28,0,2.00,36,19,+17,+0.85,-0.14,796,fr FRA,FW,fr Ligue 1,27,1998,20.0,2,0,0,21,17,12,1,4,4,0
797,Tom Edozie,eng ENG,MF,Wolves,eng Premier League,19.0,2006,3,0,14,0.2,1,0,1,1,0,0,0,0,6.43,,,,,,,,,,,,,,,,,,,,,,,,,797,eng ENG,MF,eng Premier League,19,2006,0.2,1,2,1,50.0,12.86,6.43,0.50,1.00,0,0,980,eng ENG,MF,eng Premier League,19,2006,3,14,5,0.4,0.2,0,,0,3,5,8,0.67,1,0,+1,+6.43,+7.54,797,eng ENG,MF,eng Premier League,19,2006,0.2,0,0,0,0,0,0,0,0,0,0
798,Yannick Eduardo,cz CZE,FW,Hoffenheim,de Bundesliga,19.0,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,798,cz CZE,FW,de Bundesliga,19,2006,0.0,0,0,0,,0.00,0.00,,,0,0,981,cz CZE,FW,de Bundesliga,19,2006,1,1,1,0.0,0.0,0,,0,1,1,1,1.00,0,0,0,0.00,-0.38,798,cz CZE,FW,de Bundesliga,19,2006,0.0,0,0,0,0,0,0,0,0,0,0
799,Alysson Edward,br BRA,MF,Aston Villa,eng Premier League,19.0,2006,3,0,49,0.5,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,799,br BRA,MF,eng Premier League,19,2006,0.5,0,1,0,0.0,1.84,0.00,0.00,,0,0,982,br BRA,MF,eng Premier League,19,2006,3,49,16,1.4,0.5,0,,0,3,16,0,1.00,1,2,-1,-1.84,-2.05,799,br BRA,MF,eng Premier League,19,2006,0.5,0,0,0,0,1,0,2,1,0,0
800,Marcus Edwards,eng ENG,"MF,FW",Burnley,eng Premier League,26.0,1998,23,11,1067,11.9,1,3,4,1,0,0,0,0,0.34,,,,,,,,,,,,,,,,,,,,,,,,,800,eng ENG,"MF,FW",eng Premier League,26,1998,11.9,1,23,6,26.1,1.94,0.51,0.04,0.17,0,0,983,eng ENG,"MF,FW",eng Premier League,26,1998,23,1067,46,31.2,11.9,11,79,2,12,16,12,0.48,14,18,-4,-0.34,+0.92,800,eng ENG,"MF,FW",eng Premier League,26,1998,11.9,0,0,0,7,18,1,19,3,6,0
801,CJ Egan-Riley,eng ENG,"DF,MF",Marseille,fr Ligue 1,22.0,2003,11,8,624,6.9,0,0,0,0,0,0,1,1,0.00,,,,,,,,,,,,,,,,,,,,,,,,,801,eng ENG,"DF,MF",fr Ligue 1,22,2003,6.9,0,0,0,,0.00,0.00,,,0,0,985,eng ENG,"DF,MF",fr Ligue 1,22,2003,11,624,57,20.4,6.9,8,75,4,3,9,15,1.55,9,9,0,0.00,-0.67,801,eng ENG,"DF,MF",fr Ligue 1,22,2003,6.9,1,1,0,5,5,0,1,2,7,0
802,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,28.0,1996,34,34,3060,34.0,3,1,4,3,0,0,4,0,0.12,,,,,,,,,,,,,,,,,,,,,,,,,802,de GER,MF,de Bundesliga,28,1996,34.0,3,44,13,29.5,1.29,0.38,0.07,0.23,0,0,986,de GER,MF,de Bundesliga,28,1996,34,3060,90,100.0,34.0,34,90,34,0,,0,1.38,51,57,-6,-0.18,,802,de GER,MF,de Bundesliga,28,1996,34.0,4,0,0,18,20,1,14,31,34,0
803,Kingsley Ehizibue,nl NED,"MF,DF",Udinese,it Serie A,30.0,1995,32,20,1811,20.1,2,0,2,2,0,0,5,0,0.10,,,,,,,,,,,,,,,,,,,,,,,,,803,nl NED,"MF,DF",it Serie A,30,1995,20.1,2,9,2,22.2,0.45,0.10,0.22,1.00,0,0,988,nl NED,"MF,DF",it Serie A,30,1995,32,1811,57,53.0,20.1,20,82,10,12,14,5,1.50,25,23,+2,+0.10,+0.38,803,nl NED,"MF,DF",it Serie A,30,1995,20.1,5,0,0,34,24,2,32,13,31,0
804,Ovie Ejaria,eng ENG,MF,Oviedo,es La Liga,27.0,1997,8,2,200,2.2,0,0,0,0,0,0,1,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,804,eng ENG,MF,es La Liga,27,1997,2.2,0,3,1,33.3,1.35,0.45,0.00,0.00,0,0,989,eng ENG,MF,es La Liga,27,1997,8,200,25,5.8,2.2,2,54,0,6,15,5,0.75,2,3,-1,-0.45,+0.47,804,eng ENG,MF,es La Liga,27,1997,2.2,1,0,0,3,5,1,1,3,2,0
805,Chidera Ejuke,ng NGA,"MF,FW",Sevilla,es La Liga,27.0,1998,27,6,932,10.4,1,1,2,1,0,0,0,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,805,ng NGA,"MF,FW",es La Liga,27,1998,10.4,1,23,3,13.0,2.22,0.29,0.04,0.33,0,0,990,ng NGA,"MF,FW",es La Liga,27,1998,27,932,35,27.3,10.4,6,66,1,21,26,7,1.07,17,15,+2,+0.19,+0.77,805,ng NGA,"MF,FW",es La Liga,27,1998,10.4,0,0,0,5,16,2,27,7,13,0
806,Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,26.0,1998,19,17,1539,17.1,0,0,0,0,0,0,0,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,806,se SWE,DF,eng Premier League,26,1998,17.1,0,6,1,16.7,0.35,0.06,0.00,0.00,0,0,991,se SWE,DF,eng Premier League,26,1998,19,1539,81,45.0,17.1,17,89,15,2,9,14,0.53,13,34,-21,-1.23,-0.46,806,se SWE,DF,eng Premier League,26,1998,17.1,0,0,0,5,7,2,1,12,17,0
807,Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,18.0,2006,30,9,956,10.6,3,0,3,3,0,0,3,0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,807,it ITA,"FW,MF",it Serie A,18,2006,10.6,3,20,5,25.0,1.88,0.47,0.15,0.60,0,0,992,it ITA,"FW,MF",it Serie A,18,2006,30,956,32,28.0,10.6,9,62,0,21,19,7,1.03,13,15,-2,-0.19,+0.10,807,it ITA,"FW,MF",it Serie A,18,2006,10.6,3,0,0,20,19,10,9,2,8,0
808,Hugo Ekitike,fr FRA,FW,Liverpool,eng Premier League,23.0,2002,28,21,1803,20.0,11,4,15,11,0,0,0,0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,808,fr FRA,FW,eng Premier League,23,2002,20.0,11,65,19,29.2,3.24,0.95,0.17,0.58,0,0,993,fr FRA,FW,eng Premier League,23,2002,28,1803,64,52.7,20.0,21,77,6,7,26,1,1.68,35,25,+10,+0.50,+0.50,808,fr FRA,FW,eng Premier League,23,2002,20.0,0,0,0,35,12,10,7,4,7,0
809,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,25.0,2000,31,27,2186,24.3,5,3,8,5,0,0,1,0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,809,nl NED,MF,it Serie A,25,2000,24.3,5,33,15,45.5,1.36,0.62,0.15,0.33,0,0,994,nl NED,MF,it Serie A,25,2000,31,2186,71,63.9,24.3,27,78,5,4,22,4,1.35,29,30,-1,-0.04,+0.10,809,nl NED,MF,it Serie A,25,2000,24.3,1,0,0,22,19,3,32,18,27,0
810,Jacques Ekomie,ga GAB,"DF,MF",Angers,fr Ligue 1,21.0,2003,32,25,2239,24.9,0,0,0,0,0,0,3,0,0.00,,,,,,,,,,,,,,,,,,,,,,,,,810,ga GAB,"DF,MF",fr Ligue 1,21,2003,24.9,0,12,3,25.0,0.48,0.12,0.00,0.00,0,0,995,ga GAB,"DF,MF",fr Ligue 1,21,2003,32,2239,70,73.2,24.9,25,84,17,7,20,0,1.13,21,35,-14,-0.56,-0.01,810,ga GAB,"DF,MF",fr Ligue 1,21,2003,24.9,3,0,0,30,31,6,65,31,32,0
811,Caleb Ekuban,gh GHA,"FW,MF",Genoa,it Serie A,31.0,1994,31,6,994,11.0,4,1,5,4,0,0,0,0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,811,gh GHA,"FW,MF",it Serie A,31,1994,11.0,4,29,10,34.5,2.63,0.91,0.14,0.40,0,0,996,gh GHA,"FW,MF",it Serie A,31,1994,31,994,32,29.1,11.0,6,64,0,25,24,1,1.10,13,15,-2,-0.18,+0.12,811,gh GHA,"FW,MF",it Serie A,31,1994,11.0,0,0,0,16,29,6,5,5,1,0
